,DATE,DailyAverageDryBulbTemperature,DailyAverageSeaLevelPressure,DailyAverageStationPressure
3425,2013-04-08 17:53:00,,,
3426,2013-04-08 18:53:00,,,
3427,2013-04-08 19:53:00,,,
3428,2013-04-08 20:53:00,,,
3429,2013-04-08 21:53:00,,,
3430,2013-04-08 22:16:00,,,
3431,2013-04-08 22:53:00,,,
3432,2013-04-08 23:33:00,,,
3433,2013-04-08 23:51:00,,,
3434,2013-04-08 23:53:00,,,
3435,2013-04-08 23:59:00,72.0,29.95,29.59
3436,2013-04-09 00:53:00,,,
3437,2013-04-09 01:22:00,,,
3438,2013-04-09 01:32:00,,,
3439,2013-04-09 01:40:00,,,
3440,2013-04-09 01:53:00,,,
3441,2013-04-09 02:43:00,,,
3442,2013-04-09 02:53:00,,,
3443,2013-04-09 03:53:00,,,
3444,2013-04-09 04:53:00,,,
3445,2013-04-09 05:51:00,,,
3446,2013-04-09 05:53:00,,,
3447,2013-04-09 06:02:00,,,
3448,2013-04-09 06:53:00,,,
3449,2013-04-09 07:44:00,,,
3450,2013-04-09 07:53:00,,,
3451,2013-04-09 08:09:00,,,
3452,2013-04-09 08:53:00,,,
3453,2013-04-09 09:53:00,,,
3454,2013-04-09 10:13:00,,,
3455,2013-04-09 10:38:00,,,
3456,2013-04-09 10:51:00,,,
3457,2013-04-09 10:53:00,,,
3458,2013-04-09 11:43:00,,,
3459,2013-04-09 11:50:00,,,
3460,2013-04-09 11:53:00,,,
3461,2013-04-09 12:53:00,,,
3462,2013-04-09 13:53:00,,,
3463,2013-04-09 14:53:00,,,
3464,2013-04-09 15:53:00,,,
3465,2013-04-09 16:53:00,,,
3466,2013-04-09 17:53:00,,,
3467,2013-04-09 18:53:00,,,
3468,2013-04-09 19:53:00,,,
3469,2013-04-09 20:53:00,,,
3470,2013-04-09 21:10:00,,,
3471,2013-04-09 21:53:00,,,
3472,2013-04-09 22:53:00,,,
3473,2013-04-09 23:53:00,,,
3474,2013-04-09 23:59:00,79.0,29.94,29.59
3475,2013-04-10 00:23:00,,,
3476,2013-04-10 00:34:00,,,
3477,2013-04-10 00:53:00,,,
3478,2013-04-10 01:02:00,,,
3479,2013-04-10 01:51:00,,,
3480,2013-04-10 01:53:00,,,
3481,2013-04-10 02:53:00,,,
3482,2013-04-10 03:26:00,,,
3483,2013-04-10 03:33:00,,,
3484,2013-04-10 03:53:00,,,
3485,2013-04-10 04:09:00,,,
3486,2013-04-10 04:48:00,,,
3487,2013-04-10 04:53:00,,,
3488,2013-04-10 05:53:00,,,
3489,2013-04-10 06:53:00,,,
3490,2013-04-10 07:15:00,,,
3491,2013-04-10 07:53:00,,,
3492,2013-04-10 08:05:00,,,
3493,2013-04-10 08:17:00,,,
3494,2013-04-10 08:51:00,,,
3495,2013-04-10 08:53:00,,,
3496,2013-04-10 09:11:00,,,
3497,2013-04-10 09:53:00,,,
3498,2013-04-10 10:00:00,,,
3499,2013-04-10 10:33:00,,,
3500,2013-04-10 10:51:00,,,
3501,2013-04-10 10:53:00,,,
3502,2013-04-10 11:21:00,,,
3503,2013-04-10 11:29:00,,,
3504,2013-04-10 11:53:00,,,
3505,2013-04-10 12:53:00,,,
3506,2013-04-10 13:53:00,,,
3507,2013-04-10 14:53:00,,,
3508,2013-04-10 15:53:00,,,
3509,2013-04-10 16:53:00,,,
3510,2013-04-10 17:53:00,,,
3511,2013-04-10 18:53:00,,,
3512,2013-04-10 19:53:00,,,
3513,2013-04-10 20:53:00,,,
3514,2013-04-10 21:01:00,,,
3515,2013-04-10 21:53:00,,,
3516,2013-04-10 22:53:00,,,
3517,2013-04-10 23:53:00,,,
3518,2013-04-10 23:59:00,78.0,29.86,29.49
3519,2013-04-11 00:51:00,,,
3520,2013-04-11 00:53:00,,,
3521,2013-04-11 01:06:00,,,
3522,2013-04-11 01:13:00,,,
3523,2013-04-11 01:53:00,,,
3524,2013-04-11 02:22:00,,,
3525,2013-04-11 02:53:00,,,
3526,2013-04-11 03:02:00,,,
3527,2013-04-11 03:22:00,,,
3528,2013-04-11 03:45:00,,,
3529,2013-04-11 03:53:00,,,
3530,2013-04-11 04:00:00,,,
3531,2013-04-11 04:24:00,,,
3532,2013-04-11 04:51:00,,,
3533,2013-04-11 04:53:00,,,
3534,2013-04-11 05:23:00,,,
3535,2013-04-11 05:40:00,,,
3536,2013-04-11 05:53:00,,,
3537,2013-04-11 06:53:00,,,
3538,2013-04-11 07:05:00,,,
3539,2013-04-11 07:21:00,,,
3540,2013-04-11 07:30:00,,,
3541,2013-04-11 07:49:00,,,
3542,2013-04-11 07:53:00,,,
3543,2013-04-11 08:17:00,,,
3544,2013-04-11 08:32:00,,,
3545,2013-04-11 08:51:00,,,
3546,2013-04-11 08:53:00,,,
3547,2013-04-11 09:02:00,,,
3548,2013-04-11 09:06:00,,,
3549,2013-04-11 09:20:00,,,
3550,2013-04-11 09:40:00,,,
3551,2013-04-11 09:49:00,,,
3552,2013-04-11 09:53:00,,,
3553,2013-04-11 10:04:00,,,
3554,2013-04-11 10:11:00,,,
3555,2013-04-11 10:21:00,,,
3556,2013-04-11 10:26:00,,,
3557,2013-04-11 10:49:00,,,
3558,2013-04-11 10:53:00,,,
3559,2013-04-11 11:00:00,,,
3560,2013-04-11 11:08:00,,,
3561,2013-04-11 11:23:00,,,
3562,2013-04-11 11:31:00,,,
3563,2013-04-11 11:40:00,,,
3564,2013-04-11 11:43:00,,,
3565,2013-04-11 11:51:00,,,
3566,2013-04-11 11:53:00,,,
3567,2013-04-11 11:58:00,,,
3568,2013-04-11 12:53:00,,,
3569,2013-04-11 13:01:00,,,
3570,2013-04-11 13:23:00,,,
3571,2013-04-11 13:53:00,,,
3572,2013-04-11 14:53:00,,,
3573,2013-04-11 15:53:00,,,
3574,2013-04-11 16:53:00,,,
3575,2013-04-11 17:53:00,,,
3576,2013-04-11 18:53:00,,,
3577,2013-04-11 19:16:00,,,
3578,2013-04-11 19:53:00,,,
3579,2013-04-11 20:20:00,,,
3580,2013-04-11 20:53:00,,,
3581,2013-04-11 21:53:00,,,
3582,2013-04-11 22:39:00,,,
3583,2013-04-11 22:53:00,,,
3584,2013-04-11 23:53:00,,,
3585,2013-04-11 23:59:00,60.0,29.75,29.41
3586,2013-04-12 00:53:00,,,
3587,2013-04-12 01:53:00,,,
3588,2013-04-12 02:53:00,,,
3589,2013-04-12 03:53:00,,,
3590,2013-04-12 04:53:00,,,
3591,2013-04-12 05:53:00,,,
3592,2013-04-12 06:53:00,,,
3593,2013-04-12 07:53:00,,,
3594,2013-04-12 08:53:00,,,
3595,2013-04-12 09:53:00,,,
3596,2013-04-12 10:53:00,,,
3597,2013-04-12 11:53:00,,,
3598,2013-04-12 12:53:00,,,
3599,2013-04-12 13:53:00,,,
3600,2013-04-12 14:53:00,,,
3601,2013-04-12 15:53:00,,,
3602,2013-04-12 16:53:00,,,
3603,2013-04-12 17:53:00,,,
3604,2013-04-12 18:53:00,,,
3605,2013-04-12 19:53:00,,,
3606,2013-04-12 20:53:00,,,
3607,2013-04-12 21:53:00,,,
3608,2013-04-12 22:53:00,,,
3609,2013-04-12 23:53:00,,,
3610,2013-04-12 23:59:00,58.0,29.94,29.6
3611,2013-04-13 00:53:00,,,
3612,2013-04-13 01:53:00,,,
3613,2013-04-13 02:53:00,,,
3614,2013-04-13 03:53:00,,,
3615,2013-04-13 04:53:00,,,
3616,2013-04-13 05:53:00,,,
3617,2013-04-13 06:53:00,,,
3618,2013-04-13 07:53:00,,,
3619,2013-04-13 08:53:00,,,
3620,2013-04-13 09:53:00,,,
3621,2013-04-13 10:53:00,,,
3622,2013-04-13 11:53:00,,,
3623,2013-04-13 12:53:00,,,
3624,2013-04-13 13:53:00,,,
3625,2013-04-13 14:53:00,,,
3626,2013-04-13 15:53:00,,,
3627,2013-04-13 16:53:00,,,
3628,2013-04-13 17:53:00,,,
3629,2013-04-13 18:53:00,,,
3630,2013-04-13 19:53:00,,,
3631,2013-04-13 20:53:00,,,
3632,2013-04-13 21:53:00,,,
3633,2013-04-13 22:53:00,,,
3634,2013-04-13 23:53:00,,,
3635,2013-04-13 23:59:00,64.0,29.96,29.59
3636,2013-04-14 00:53:00,,,
3637,2013-04-14 01:53:00,,,
3638,2013-04-14 02:53:00,,,
3639,2013-04-14 03:53:00,,,
3640,2013-04-14 04:53:00,,,
3641,2013-04-14 05:15:00,,,
3642,2013-04-14 05:32:00,,,
3643,2013-04-14 05:53:00,,,
3644,2013-04-14 06:20:00,,,
3645,2013-04-14 06:53:00,,,
3646,2013-04-14 07:53:00,,,
3647,2013-04-14 08:37:00,,,
3648,2013-04-14 08:49:00,,,
3649,2013-04-14 08:53:00,,,
3650,2013-04-14 09:11:00,,,
3651,2013-04-14 09:35:00,,,
3652,2013-04-14 09:53:00,,,
3653,2013-04-14 10:53:00,,,
3654,2013-04-14 11:53:00,,,
3655,2013-04-14 12:53:00,,,
3656,2013-04-14 13:53:00,,,
3657,2013-04-14 14:07:00,,,
3658,2013-04-14 14:21:00,,,
3659,2013-04-14 14:53:00,,,
3660,2013-04-14 15:53:00,,,
3661,2013-04-14 16:53:00,,,
3662,2013-04-14 17:53:00,,,
3663,2013-04-14 18:53:00,,,
3664,2013-04-14 19:53:00,,,
3665,2013-04-14 20:53:00,,,
3666,2013-04-14 21:53:00,,,
3667,2013-04-14 22:53:00,,,
3668,2013-04-14 23:53:00,,,
3669,2013-04-14 23:59:00,65.0,29.81,29.46
3670,2013-04-15 00:53:00,,,
3671,2013-04-15 01:53:00,,,
3672,2013-04-15 02:13:00,,,
3673,2013-04-15 02:23:00,,,
3674,2013-04-15 02:53:00,,,
3675,2013-04-15 03:33:00,,,
3676,2013-04-15 03:44:00,,,
3677,2013-04-15 03:51:00,,,
3678,2013-04-15 03:53:00,,,
3679,2013-04-15 04:53:00,,,
3680,2013-04-15 05:20:00,,,
3681,2013-04-15 05:53:00,,,
3682,2013-04-15 06:48:00,,,
3683,2013-04-15 06:53:00,,,
3684,2013-04-15 07:09:00,,,
3685,2013-04-15 07:28:00,,,
3686,2013-04-15 07:38:00,,,
3687,2013-04-15 07:53:00,,,
3688,2013-04-15 08:19:00,,,
3689,2013-04-15 08:51:00,,,
3690,2013-04-15 08:53:00,,,
3691,2013-04-15 09:51:00,,,
3692,2013-04-15 09:53:00,,,
3693,2013-04-15 10:23:00,,,
3694,2013-04-15 10:53:00,,,
3695,2013-04-15 11:53:00,,,
3696,2013-04-15 12:53:00,,,
3697,2013-04-15 13:53:00,,,
3698,2013-04-15 14:53:00,,,
3699,2013-04-15 15:53:00,,,
3700,2013-04-15 16:53:00,,,
3701,2013-04-15 17:53:00,,,
3702,2013-04-15 18:53:00,,,
3703,2013-04-15 19:53:00,,,
3704,2013-04-15 20:53:00,,,
3705,2013-04-15 21:45:00,,,
3706,2013-04-15 21:53:00,,,
3707,2013-04-15 22:53:00,,,
3708,2013-04-15 23:53:00,,,
3709,2013-04-15 23:59:00,72.0,29.89,29.55
3710,2013-04-16 00:49:00,,,
3711,2013-04-16 00:53:00,,,
3712,2013-04-16 01:53:00,,,
3713,2013-04-16 02:53:00,,,
3714,2013-04-16 03:26:00,,,
3715,2013-04-16 03:53:00,,,
3716,2013-04-16 04:53:00,,,
3717,2013-04-16 05:30:00,,,
3718,2013-04-16 05:51:00,,,
3719,2013-04-16 05:53:00,,,
3720,2013-04-16 06:53:00,,,
3721,2013-04-16 07:51:00,,,
3722,2013-04-16 07:53:00,,,
3723,2013-04-16 08:53:00,,,
3724,2013-04-16 09:22:00,,,
3725,2013-04-16 09:53:00,,,
3726,2013-04-16 10:53:00,,,
3727,2013-04-16 11:53:00,,,
3728,2013-04-16 12:53:00,,,
3729,2013-04-16 13:53:00,,,
3730,2013-04-16 14:53:00,,,
3731,2013-04-16 15:53:00,,,
3732,2013-04-16 16:53:00,,,
3733,2013-04-16 17:53:00,,,
3734,2013-04-16 18:53:00,,,
3735,2013-04-16 19:53:00,,,
3736,2013-04-16 20:53:00,,,
3737,2013-04-16 21:53:00,,,
3738,2013-04-16 22:53:00,,,
3739,2013-04-16 23:53:00,,,
3740,2013-04-16 23:59:00,79.0,30.01,29.68
3741,2013-04-17 00:53:00,,,
3742,2013-04-17 01:40:00,,,
3743,2013-04-17 01:51:00,,,
3744,2013-04-17 01:53:00,,,
3745,2013-04-17 02:53:00,,,
3746,2013-04-17 03:53:00,,,
3747,2013-04-17 04:31:00,,,
3748,2013-04-17 04:53:00,,,
3749,2013-04-17 05:53:00,,,
3750,2013-04-17 06:53:00,,,
3751,2013-04-17 07:53:00,,,
3752,2013-04-17 08:53:00,,,
3753,2013-04-17 09:53:00,,,
3754,2013-04-17 10:53:00,,,
3755,2013-04-17 11:53:00,,,
3756,2013-04-17 12:53:00,,,
3757,2013-04-17 13:53:00,,,
3758,2013-04-17 14:53:00,,,
3759,2013-04-17 15:53:00,,,
3760,2013-04-17 16:53:00,,,
3761,2013-04-17 17:53:00,,,
3762,2013-04-17 18:53:00,,,
3763,2013-04-17 19:53:00,,,
3764,2013-04-17 20:53:00,,,
3765,2013-04-17 21:53:00,,,
3766,2013-04-17 22:51:00,,,
3767,2013-04-17 22:53:00,,,
3768,2013-04-17 23:53:00,,,
3769,2013-04-17 23:59:00,80.0,29.99,29.64
3770,2013-04-18 00:53:00,,,
3771,2013-04-18 01:23:00,,,
3772,2013-04-18 01:53:00,,,
3773,2013-04-18 02:53:00,,,
3774,2013-04-18 03:53:00,,,
3775,2013-04-18 04:53:00,,,
3776,2013-04-18 05:10:00,,,
3777,2013-04-18 05:53:00,,,
3778,2013-04-18 06:53:00,,,
3779,2013-04-18 07:20:00,,,
3780,2013-04-18 07:53:00,,,
3781,2013-04-18 08:53:00,,,
3782,2013-04-18 09:53:00,,,
3783,2013-04-18 10:53:00,,,
3784,2013-04-18 11:05:00,,,
3785,2013-04-18 11:53:00,,,
3786,2013-04-18 12:53:00,,,
3787,2013-04-18 13:53:00,,,
3788,2013-04-18 14:53:00,,,
3789,2013-04-18 15:53:00,,,
3790,2013-04-18 16:53:00,,,
3791,2013-04-18 17:53:00,,,
3792,2013-04-18 18:53:00,,,
3793,2013-04-18 19:50:00,,,
3794,2013-04-18 19:53:00,,,
3795,2013-04-18 20:07:00,,,
3796,2013-04-18 20:17:00,,,
3797,2013-04-18 20:25:00,,,
3798,2013-04-18 20:53:00,,,
3799,2013-04-18 21:01:00,,,
3800,2013-04-18 21:04:00,,,
3801,2013-04-18 21:18:00,,,
3802,2013-04-18 21:29:00,,,
3803,2013-04-18 21:41:00,,,
3804,2013-04-18 21:51:00,,,
3805,2013-04-18 21:53:00,,,
3806,2013-04-18 22:05:00,,,
3807,2013-04-18 22:12:00,,,
3808,2013-04-18 22:16:00,,,
3809,2013-04-18 22:36:00,,,
3810,2013-04-18 22:53:00,,,
3811,2013-04-18 22:58:00,,,
3812,2013-04-18 23:04:00,,,
3813,2013-04-18 23:20:00,,,
3814,2013-04-18 23:33:00,,,
3815,2013-04-18 23:53:00,,,
3816,2013-04-18 23:59:00,69.0,29.82,29.47
3817,2013-04-19 00:53:00,,,
3818,2013-04-19 01:30:00,,,
3819,2013-04-19 01:53:00,,,
3820,2013-04-19 02:51:00,,,
3821,2013-04-19 02:53:00,,,
3822,2013-04-19 03:53:00,,,
3823,2013-04-19 04:53:00,,,
3824,2013-04-19 05:13:00,,,
3825,2013-04-19 05:53:00,,,
3826,2013-04-19 06:53:00,,,
3827,2013-04-19 07:13:00,,,
3828,2013-04-19 07:53:00,,,
3829,2013-04-19 08:53:00,,,
3830,2013-04-19 09:38:00,,,
3831,2013-04-19 09:53:00,,,
3832,2013-04-19 10:53:00,,,
3833,2013-04-19 11:53:00,,,
3834,2013-04-19 12:53:00,,,
3835,2013-04-19 13:53:00,,,
3836,2013-04-19 14:53:00,,,
3837,2013-04-19 15:53:00,,,
3838,2013-04-19 16:53:00,,,
3839,2013-04-19 17:53:00,,,
3840,2013-04-19 18:53:00,,,
3841,2013-04-19 19:53:00,,,
3842,2013-04-19 20:53:00,,,
3843,2013-04-19 21:53:00,,,
3844,2013-04-19 22:53:00,,,
3845,2013-04-19 23:53:00,,,
3846,2013-04-19 23:59:00,52.0,30.07,29.74
3847,2013-04-20 00:53:00,,,
3848,2013-04-20 01:53:00,,,
3849,2013-04-20 02:53:00,,,
3850,2013-04-20 03:53:00,,,
3851,2013-04-20 04:53:00,,,
3852,2013-04-20 05:53:00,,,
3853,2013-04-20 06:53:00,,,
3854,2013-04-20 07:53:00,,,
3855,2013-04-20 08:53:00,,,
3856,2013-04-20 09:53:00,,,
3857,2013-04-20 10:53:00,,,
3858,2013-04-20 11:53:00,,,
3859,2013-04-20 12:53:00,,,
3860,2013-04-20 13:53:00,,,
3861,2013-04-20 14:53:00,,,
3862,2013-04-20 15:53:00,,,
3863,2013-04-20 16:53:00,,,
3864,2013-04-20 17:53:00,,,
3865,2013-04-20 18:53:00,,,
3866,2013-04-20 19:53:00,,,
3867,2013-04-20 20:53:00,,,
3868,2013-04-20 21:53:00,,,
3869,2013-04-20 22:53:00,,,
3870,2013-04-20 23:53:00,,,
3871,2013-04-20 23:59:00,55.0,30.19,29.85
3872,2013-04-21 00:53:00,,,
3873,2013-04-21 01:53:00,,,
3874,2013-04-21 02:53:00,,,
3875,2013-04-21 03:53:00,,,
3876,2013-04-21 04:53:00,,,
3877,2013-04-21 05:53:00,,,
3878,2013-04-21 06:53:00,,,
3879,2013-04-21 07:53:00,,,
3880,2013-04-21 08:53:00,,,
3881,2013-04-21 09:53:00,,,
3882,2013-04-21 10:53:00,,,
3883,2013-04-21 11:53:00,,,
3884,2013-04-21 12:53:00,,,
3885,2013-04-21 13:53:00,,,
3886,2013-04-21 14:53:00,,,
3887,2013-04-21 15:53:00,,,
3888,2013-04-21 16:53:00,,,
3889,2013-04-21 17:53:00,,,
3890,2013-04-21 18:53:00,,,
3891,2013-04-21 19:53:00,,,
3892,2013-04-21 20:53:00,,,
3893,2013-04-21 21:53:00,,,
3894,2013-04-21 22:53:00,,,
3895,2013-04-21 23:53:00,,,
3896,2013-04-21 23:59:00,61.0,30.18,29.82
3897,2013-04-22 00:53:00,,,
3898,2013-04-22 01:53:00,,,
3899,2013-04-22 02:53:00,,,
3900,2013-04-22 03:53:00,,,
3901,2013-04-22 04:53:00,,,
3902,2013-04-22 05:53:00,,,
3903,2013-04-22 06:53:00,,,
3904,2013-04-22 07:53:00,,,
3905,2013-04-22 08:53:00,,,
3906,2013-04-22 09:53:00,,,
3907,2013-04-22 10:53:00,,,
3908,2013-04-22 11:53:00,,,
3909,2013-04-22 12:53:00,,,
3910,2013-04-22 13:53:00,,,
3911,2013-04-22 14:53:00,,,
3912,2013-04-22 15:53:00,,,
3913,2013-04-22 16:53:00,,,
3914,2013-04-22 17:53:00,,,
3915,2013-04-22 18:53:00,,,
3916,2013-04-22 19:53:00,,,
3917,2013-04-22 20:53:00,,,
3918,2013-04-22 21:53:00,,,
3919,2013-04-22 22:53:00,,,
3920,2013-04-22 23:53:00,,,
3921,2013-04-22 23:59:00,63.0,30.08,29.72
3922,2013-04-23 00:53:00,,,
3923,2013-04-23 01:14:00,,,
3924,2013-04-23 01:53:00,,,
3925,2013-04-23 02:53:00,,,
3926,2013-04-23 03:13:00,,,
3927,2013-04-23 03:53:00,,,
3928,2013-04-23 04:53:00,,,
3929,2013-04-23 05:53:00,,,
3930,2013-04-23 06:53:00,,,
3931,2013-04-23 07:53:00,,,
3932,2013-04-23 08:53:00,,,
3933,2013-04-23 09:53:00,,,
3934,2013-04-23 10:34:00,,,
3935,2013-04-23 10:53:00,,,
3936,2013-04-23 11:53:00,,,
3937,2013-04-23 12:51:00,,,
3938,2013-04-23 12:53:00,,,
3939,2013-04-23 13:00:00,,,
3940,2013-04-23 13:53:00,,,
3941,2013-04-23 14:53:00,,,
3942,2013-04-23 15:53:00,,,
3943,2013-04-23 16:53:00,,,
3944,2013-04-23 17:53:00,,,
3945,2013-04-23 18:53:00,,,
3946,2013-04-23 19:53:00,,,
3947,2013-04-23 20:53:00,,,
3948,2013-04-23 21:53:00,,,
3949,2013-04-23 22:39:00,,,
3950,2013-04-23 22:53:00,,,
3951,2013-04-23 23:46:00,,,
3952,2013-04-23 23:53:00,,,
3953,2013-04-23 23:59:00,73.0,30.01,29.65
3954,2013-04-24 00:53:00,,,
3955,2013-04-24 01:53:00,,,
3956,2013-04-24 02:49:00,,,
3957,2013-04-24 02:51:00,,,
3958,2013-04-24 02:53:00,,,
3959,2013-04-24 03:53:00,,,
3960,2013-04-24 04:53:00,,,
3961,2013-04-24 05:17:00,,,
3962,2013-04-24 05:51:00,,,
3963,2013-04-24 05:53:00,,,
3964,2013-04-24 06:24:00,,,
3965,2013-04-24 06:53:00,,,
3966,2013-04-24 07:08:00,,,
3967,2013-04-24 07:17:00,,,
3968,2013-04-24 07:26:00,,,
3969,2013-04-24 07:32:00,,,
3970,2013-04-24 07:41:00,,,
3971,2013-04-24 07:48:00,,,
3972,2013-04-24 07:53:00,,,
3973,2013-04-24 08:10:00,,,
3974,2013-04-24 08:17:00,,,
3975,2013-04-24 08:20:00,,,
3976,2013-04-24 08:39:00,,,
3977,2013-04-24 08:41:00,,,
3978,2013-04-24 08:53:00,,,
3979,2013-04-24 09:34:00,,,
3980,2013-04-24 09:51:00,,,
3981,2013-04-24 09:53:00,,,
3982,2013-04-24 10:14:00,,,
3983,2013-04-24 10:34:00,,,
3984,2013-04-24 10:51:00,,,
3985,2013-04-24 10:53:00,,,
3986,2013-04-24 10:58:00,,,
3987,2013-04-24 11:09:00,,,
3988,2013-04-24 11:14:00,,,
3989,2013-04-24 11:53:00,,,
3990,2013-04-24 12:53:00,,,
3991,2013-04-24 13:36:00,,,
3992,2013-04-24 13:53:00,,,
3993,2013-04-24 14:53:00,,,
3994,2013-04-24 15:53:00,,,
3995,2013-04-24 16:53:00,,,
3996,2013-04-24 17:53:00,,,
3997,2013-04-24 18:53:00,,,
3998,2013-04-24 19:53:00,,,
3999,2013-04-24 20:53:00,,,
4000,2013-04-24 21:53:00,,,
4001,2013-04-24 22:53:00,,,
4002,2013-04-24 23:53:00,,,
4003,2013-04-24 23:59:00,60.0,30.12,29.78
4004,2013-04-25 00:22:00,,,
4005,2013-04-25 00:53:00,,,
4006,2013-04-25 01:53:00,,,
4007,2013-04-25 02:53:00,,,
4008,2013-04-25 03:53:00,,,
4009,2013-04-25 04:53:00,,,
4010,2013-04-25 05:53:00,,,
4011,2013-04-25 06:53:00,,,
4012,2013-04-25 07:53:00,,,
4013,2013-04-25 08:53:00,,,
4014,2013-04-25 09:53:00,,,
4015,2013-04-25 10:53:00,,,
4016,2013-04-25 11:53:00,,,
4017,2013-04-25 12:53:00,,,
4018,2013-04-25 13:53:00,,,
4019,2013-04-25 14:53:00,,,
4020,2013-04-25 15:53:00,,,
4021,2013-04-25 16:53:00,,,
4022,2013-04-25 17:53:00,,,
4023,2013-04-25 18:53:00,,,
4024,2013-04-25 19:53:00,,,
4025,2013-04-25 20:53:00,,,
4026,2013-04-25 21:53:00,,,
4027,2013-04-25 22:53:00,,,
4028,2013-04-25 23:53:00,,,
4029,2013-04-25 23:59:00,59.0,30.28,29.93
4030,2013-04-26 00:53:00,,,
4031,2013-04-26 01:53:00,,,
4032,2013-04-26 02:53:00,,,
4033,2013-04-26 03:53:00,,,
4034,2013-04-26 04:53:00,,,
4035,2013-04-26 05:53:00,,,
4036,2013-04-26 06:53:00,,,
4037,2013-04-26 07:53:00,,,
4038,2013-04-26 08:53:00,,,
4039,2013-04-26 09:53:00,,,
4040,2013-04-26 10:53:00,,,
4041,2013-04-26 11:53:00,,,
4042,2013-04-26 12:53:00,,,
4043,2013-04-26 13:53:00,,,
4044,2013-04-26 14:53:00,,,
4045,2013-04-26 15:53:00,,,
4046,2013-04-26 16:53:00,,,
4047,2013-04-26 17:53:00,,,
4048,2013-04-26 18:53:00,,,
4049,2013-04-26 19:53:00,,,
4050,2013-04-26 20:53:00,,,
4051,2013-04-26 21:53:00,,,
4052,2013-04-26 22:53:00,,,
4053,2013-04-26 23:53:00,,,
4054,2013-04-26 23:59:00,65.0,30.22,29.86
4055,2013-04-27 00:53:00,,,
4056,2013-04-27 01:53:00,,,
4057,2013-04-27 02:53:00,,,
4058,2013-04-27 03:53:00,,,
4059,2013-04-27 04:25:00,,,
4060,2013-04-27 04:34:00,,,
4061,2013-04-27 04:53:00,,,
4062,2013-04-27 05:06:00,,,
4063,2013-04-27 05:34:00,,,
4064,2013-04-27 05:53:00,,,
4065,2013-04-27 06:23:00,,,
4066,2013-04-27 06:53:00,,,
4067,2013-04-27 07:51:00,,,
4068,2013-04-27 07:53:00,,,
4069,2013-04-27 08:51:00,,,
4070,2013-04-27 08:53:00,,,
4071,2013-04-27 09:53:00,,,
4072,2013-04-27 10:53:00,,,
4073,2013-04-27 11:53:00,,,
4074,2013-04-27 12:53:00,,,
4075,2013-04-27 13:53:00,,,
4076,2013-04-27 14:53:00,,,
4077,2013-04-27 15:53:00,,,
4078,2013-04-27 16:53:00,,,
4079,2013-04-27 17:53:00,,,
4080,2013-04-27 18:53:00,,,
4081,2013-04-27 19:53:00,,,
4082,2013-04-27 20:53:00,,,
4083,2013-04-27 21:53:00,,,
4084,2013-04-27 22:53:00,,,
4085,2013-04-27 23:53:00,,,
4086,2013-04-27 23:59:00,73.0,30.07,29.69
4087,2013-04-28 00:53:00,,,
4088,2013-04-28 01:53:00,,,
4089,2013-04-28 02:53:00,,,
4090,2013-04-28 03:53:00,,,
4091,2013-04-28 04:53:00,,,
4092,2013-04-28 05:53:00,,,
4093,2013-04-28 06:53:00,,,
4094,2013-04-28 07:13:00,,,
4095,2013-04-28 07:25:00,,,
4096,2013-04-28 07:53:00,,,
4097,2013-04-28 08:28:00,,,
4098,2013-04-28 08:53:00,,,
4099,2013-04-28 09:07:00,,,
4100,2013-04-28 09:45:00,,,
4101,2013-04-28 09:53:00,,,
4102,2013-04-28 10:28:00,,,
4103,2013-04-28 10:53:00,,,
4104,2013-04-28 10:56:00,,,
4105,2013-04-28 11:04:00,,,
4106,2013-04-28 11:11:00,,,
4107,2013-04-28 11:19:00,,,
4108,2013-04-28 11:39:00,,,
4109,2013-04-28 11:53:00,,,
4110,2013-04-28 12:08:00,,,
4111,2013-04-28 12:18:00,,,
4112,2013-04-28 12:27:00,,,
4113,2013-04-28 12:53:00,,,
4114,2013-04-28 13:21:00,,,
4115,2013-04-28 13:29:00,,,
4116,2013-04-28 13:51:00,,,
4117,2013-04-28 13:53:00,,,
4118,2013-04-28 14:19:00,,,
4119,2013-04-28 14:35:00,,,
4120,2013-04-28 14:53:00,,,
4121,2013-04-28 15:53:00,,,
4122,2013-04-28 16:53:00,,,
4123,2013-04-28 17:53:00,,,
4124,2013-04-28 18:53:00,,,
4125,2013-04-28 19:53:00,,,
4126,2013-04-28 20:53:00,,,
4127,2013-04-28 21:30:00,,,
4128,2013-04-28 21:41:00,,,
4129,2013-04-28 21:53:00,,,
4130,2013-04-28 22:53:00,,,
4131,2013-04-28 23:25:00,,,
4132,2013-04-28 23:34:00,,,
4133,2013-04-28 23:51:00,,,
4134,2013-04-28 23:53:00,,,
4135,2013-04-28 23:59:00,68.0,29.97,29.6
4136,2013-04-29 00:05:00,,,
4137,2013-04-29 00:15:00,,,
4138,2013-04-29 00:53:00,,,
4139,2013-04-29 01:16:00,,,
4140,2013-04-29 01:43:00,,,
4141,2013-04-29 01:53:00,,,
4142,2013-04-29 02:53:00,,,
4143,2013-04-29 03:51:00,,,
4144,2013-04-29 03:53:00,,,
4145,2013-04-29 04:03:00,,,
4146,2013-04-29 04:28:00,,,
4147,2013-04-29 04:45:00,,,
4148,2013-04-29 04:53:00,,,
