,DATE,HourlySeaLevelPressure,DailyAverageStationPressure
3311,2006-04-14 23:53:00,29.85,
3312,2006-04-14 23:59:00,,29.7
3313,2006-04-15 00:53:00,29.84,
3314,2006-04-15 01:53:00,29.82,
3315,2006-04-15 02:53:00,29.82,
3316,2006-04-15 03:53:00,29.81,
3317,2006-04-15 04:53:00,29.82,
3318,2006-04-15 05:53:00,29.84,
3319,2006-04-15 06:53:00,29.87,
3320,2006-04-15 07:08:00,,
3321,2006-04-15 07:51:00,,
3322,2006-04-15 07:53:00,29.87,
3323,2006-04-15 08:46:00,,
3324,2006-04-15 08:53:00,29.87,
3325,2006-04-15 09:53:00,29.86,
3326,2006-04-15 10:53:00,29.85,
3327,2006-04-15 11:53:00,29.82,
3328,2006-04-15 12:53:00,29.79,
3329,2006-04-15 13:53:00,29.77,
3330,2006-04-15 14:53:00,29.74,
3331,2006-04-15 15:53:00,29.7,
3332,2006-04-15 16:53:00,29.7,
3333,2006-04-15 17:53:00,29.7,
3334,2006-04-15 18:53:00,29.69,
3335,2006-04-15 19:53:00,29.69,
3336,2006-04-15 20:53:00,29.69,
3337,2006-04-15 21:53:00,29.71,
3338,2006-04-15 22:53:00,29.71,
3339,2006-04-15 23:53:00,29.7,
3340,2006-04-15 23:59:00,,29.54
3341,2006-04-16 00:53:00,29.71,
3342,2006-04-16 01:53:00,29.71,
3343,2006-04-16 02:53:00,29.7,
3344,2006-04-16 03:53:00,29.7,
3345,2006-04-16 04:27:00,,
3346,2006-04-16 04:37:00,,
3347,2006-04-16 04:53:00,29.71,
3348,2006-04-16 05:53:00,29.72,
3349,2006-04-16 06:02:00,,
3350,2006-04-16 06:53:00,29.73,
3351,2006-04-16 07:51:00,,
3352,2006-04-16 07:53:00,29.74,
3353,2006-04-16 08:18:00,,
3354,2006-04-16 08:53:00,29.74,
3355,2006-04-16 09:51:00,,
3356,2006-04-16 09:53:00,29.75,
3357,2006-04-16 10:53:00,29.74,
3358,2006-04-16 11:53:00,29.72,
3359,2006-04-16 12:53:00,29.7,
3360,2006-04-16 13:53:00,29.68,
3361,2006-04-16 14:53:00,29.67,
3362,2006-04-16 15:53:00,29.66,
3363,2006-04-16 16:53:00,29.66,
3364,2006-04-16 17:53:00,29.67,
3365,2006-04-16 18:53:00,29.69,
3366,2006-04-16 19:53:00,29.7,
3367,2006-04-16 20:53:00,29.71,
3368,2006-04-16 21:53:00,29.72,
3369,2006-04-16 22:53:00,29.72,
3370,2006-04-16 23:53:00,29.72,
3371,2006-04-16 23:59:00,,29.49
3372,2006-04-17 00:53:00,29.72,
3373,2006-04-17 01:53:00,29.71,
3374,2006-04-17 02:53:00,29.71,
3375,2006-04-17 03:53:00,29.72,
3376,2006-04-17 04:53:00,29.73,
3377,2006-04-17 05:53:00,29.75,
3378,2006-04-17 06:50:00,,
3379,2006-04-17 06:53:00,29.77,
3380,2006-04-17 07:00:00,,
3381,2006-04-17 07:53:00,29.78,
3382,2006-04-17 08:26:00,,
3383,2006-04-17 08:51:00,,
3384,2006-04-17 08:53:00,29.78,
3385,2006-04-17 09:53:00,29.78,
3386,2006-04-17 10:53:00,29.77,
3387,2006-04-17 11:53:00,29.75,
3388,2006-04-17 12:53:00,29.73,
3389,2006-04-17 13:53:00,29.71,
3390,2006-04-17 14:53:00,29.69,
3391,2006-04-17 15:53:00,29.68,
3392,2006-04-17 16:53:00,29.67,
3393,2006-04-17 17:53:00,29.67,
3394,2006-04-17 18:53:00,29.68,
3395,2006-04-17 19:53:00,29.69,
3396,2006-04-17 20:53:00,29.71,
3397,2006-04-17 21:53:00,29.71,
3398,2006-04-17 22:53:00,29.71,
3399,2006-04-17 23:53:00,29.72,
3400,2006-04-17 23:59:00,,29.5
3401,2006-04-18 00:53:00,29.72,
3402,2006-04-18 01:53:00,29.72,
3403,2006-04-18 02:53:00,29.72,
3404,2006-04-18 03:53:00,29.72,
3405,2006-04-18 04:53:00,29.72,
3406,2006-04-18 05:53:00,29.73,
3407,2006-04-18 06:53:00,29.75,
3408,2006-04-18 07:53:00,29.76,
3409,2006-04-18 08:53:00,29.75,
3410,2006-04-18 09:53:00,29.74,
3411,2006-04-18 10:53:00,29.73,
3412,2006-04-18 11:53:00,29.72,
3413,2006-04-18 12:53:00,29.7,
3414,2006-04-18 13:53:00,29.67,
3415,2006-04-18 14:53:00,29.65,
3416,2006-04-18 15:53:00,29.64,
3417,2006-04-18 16:53:00,29.64,
3418,2006-04-18 17:53:00,29.66,
3419,2006-04-18 18:53:00,29.67,
3420,2006-04-18 19:53:00,29.69,
3421,2006-04-18 20:53:00,29.71,
3422,2006-04-18 21:53:00,29.72,
3423,2006-04-18 22:53:00,29.73,
3424,2006-04-18 23:53:00,29.73,
3425,2006-04-18 23:59:00,,29.49
3426,2006-04-19 00:53:00,29.72,
3427,2006-04-19 01:53:00,29.74,
3428,2006-04-19 02:53:00,29.76,
3429,2006-04-19 03:53:00,29.78,
3430,2006-04-19 04:53:00,29.8,
3431,2006-04-19 05:53:00,29.83,
3432,2006-04-19 06:53:00,29.85,
3433,2006-04-19 07:53:00,29.86,
3434,2006-04-19 08:53:00,29.88,
3435,2006-04-19 09:53:00,29.88,
3436,2006-04-19 10:53:00,29.89,
3437,2006-04-19 11:53:00,29.87,
3438,2006-04-19 12:53:00,29.85,
3439,2006-04-19 13:53:00,29.83,
3440,2006-04-19 14:53:00,29.82,
3441,2006-04-19 15:53:00,29.81,
3442,2006-04-19 16:53:00,29.8,
3443,2006-04-19 17:53:00,29.81,
3444,2006-04-19 18:53:00,29.81,
3445,2006-04-19 19:53:00,29.82,
3446,2006-04-19 20:53:00,29.83,
3447,2006-04-19 21:53:00,29.83,
3448,2006-04-19 22:53:00,29.84,
3449,2006-04-19 23:53:00,29.83,
3450,2006-04-19 23:59:00,,29.6
3451,2006-04-20 00:53:00,29.83,
3452,2006-04-20 01:53:00,29.82,
3453,2006-04-20 02:38:00,,
3454,2006-04-20 02:51:00,,
3455,2006-04-20 02:53:00,29.85,
3456,2006-04-20 03:31:00,,
3457,2006-04-20 03:46:00,,
3458,2006-04-20 03:53:00,29.84,
3459,2006-04-20 04:07:00,,
3460,2006-04-20 04:48:00,,
3461,2006-04-20 04:53:00,29.9,
3462,2006-04-20 05:24:00,,
3463,2006-04-20 05:30:00,,
3464,2006-04-20 05:38:00,,
3465,2006-04-20 05:51:00,,
3466,2006-04-20 05:53:00,29.91,
3467,2006-04-20 06:48:00,,
3468,2006-04-20 06:53:00,29.95,
3469,2006-04-20 07:53:00,29.93,
3470,2006-04-20 08:53:00,29.92,
3471,2006-04-20 09:53:00,29.93,
3472,2006-04-20 10:53:00,29.94,
3473,2006-04-20 11:53:00,29.93,
3474,2006-04-20 12:53:00,29.92,
3475,2006-04-20 13:53:00,29.87,
3476,2006-04-20 14:53:00,29.88,
3477,2006-04-20 15:53:00,29.87,
3478,2006-04-20 16:53:00,29.88,
3479,2006-04-20 17:53:00,29.88,
3480,2006-04-20 18:53:00,29.89,
3481,2006-04-20 19:53:00,29.9,
3482,2006-04-20 20:53:00,29.92,
3483,2006-04-20 21:53:00,29.9,
3484,2006-04-20 22:53:00,29.9,
3485,2006-04-20 23:53:00,29.88,
3486,2006-04-20 23:59:00,,29.67
3487,2006-04-21 00:03:00,,
3488,2006-04-21 00:40:00,,
3489,2006-04-21 00:49:00,,
3490,2006-04-21 00:51:00,,
3491,2006-04-21 00:53:00,29.86,
3492,2006-04-21 01:00:00,,
3493,2006-04-21 01:19:00,,
3494,2006-04-21 01:30:00,,
3495,2006-04-21 01:49:00,,
3496,2006-04-21 01:53:00,29.87,
3497,2006-04-21 02:28:00,,
3498,2006-04-21 02:36:00,,
3499,2006-04-21 02:43:00,,
3500,2006-04-21 02:49:00,,
3501,2006-04-21 02:50:00,29.86,
3502,2006-04-21 03:05:00,,
3503,2006-04-21 03:15:00,,
3504,2006-04-21 03:53:00,29.89,
3505,2006-04-21 04:36:00,,
3506,2006-04-21 04:53:00,29.9,
3507,2006-04-21 05:53:00,29.88,
3508,2006-04-21 06:23:00,,
3509,2006-04-21 06:32:00,,
3510,2006-04-21 06:53:00,29.91,
3511,2006-04-21 07:37:00,,
3512,2006-04-21 07:51:00,,
3513,2006-04-21 07:53:00,29.93,
3514,2006-04-21 08:00:00,,
3515,2006-04-21 08:43:00,,
3516,2006-04-21 08:53:00,29.95,
3517,2006-04-21 09:21:00,,
3518,2006-04-21 09:51:00,,
3519,2006-04-21 09:53:00,29.97,
3520,2006-04-21 10:13:00,,
3521,2006-04-21 10:24:00,,
3522,2006-04-21 10:53:00,29.96,
3523,2006-04-21 11:03:00,,
3524,2006-04-21 11:41:00,,
3525,2006-04-21 11:53:00,29.94,
3526,2006-04-21 12:23:00,,
3527,2006-04-21 12:53:00,29.94,
3528,2006-04-21 13:01:00,,
3529,2006-04-21 13:53:00,29.93,
3530,2006-04-21 14:41:00,,
3531,2006-04-21 14:50:00,,
3532,2006-04-21 14:53:00,29.91,
3533,2006-04-21 15:01:00,,
3534,2006-04-21 15:04:00,,
3535,2006-04-21 15:06:00,,
3536,2006-04-21 15:53:00,29.92,
3537,2006-04-21 16:16:00,,
3538,2006-04-21 16:53:00,29.92,
3539,2006-04-21 17:53:00,29.93,
3540,2006-04-21 18:53:00,29.96,
3541,2006-04-21 19:53:00,29.97,
3542,2006-04-21 20:53:00,29.98,
3543,2006-04-21 21:53:00,29.99,
3544,2006-04-21 22:53:00,29.99,
3545,2006-04-21 23:53:00,30.01,
3546,2006-04-21 23:59:00,,29.71
3547,2006-04-22 00:53:00,30.01,
3548,2006-04-22 01:53:00,30.01,
3549,2006-04-22 02:53:00,30.01,
3550,2006-04-22 03:53:00,30.02,
3551,2006-04-22 04:53:00,30.03,
3552,2006-04-22 05:53:00,30.05,
3553,2006-04-22 06:53:00,30.07,
3554,2006-04-22 07:53:00,30.08,
3555,2006-04-22 08:53:00,30.08,
3556,2006-04-22 09:53:00,30.09,
3557,2006-04-22 10:53:00,30.08,
3558,2006-04-22 11:53:00,30.06,
3559,2006-04-22 12:53:00,30.05,
3560,2006-04-22 13:53:00,30.04,
3561,2006-04-22 14:53:00,30.02,
3562,2006-04-22 15:53:00,30.0,
3563,2006-04-22 16:53:00,29.99,
3564,2006-04-22 17:53:00,29.99,
3565,2006-04-22 18:53:00,30.0,
3566,2006-04-22 19:53:00,30.0,
3567,2006-04-22 20:53:00,30.01,
3568,2006-04-22 21:53:00,30.01,
3569,2006-04-22 22:53:00,29.99,
3570,2006-04-22 23:53:00,29.99,
3571,2006-04-22 23:59:00,,29.79
3572,2006-04-23 00:53:00,29.97,
3573,2006-04-23 01:53:00,29.98,
3574,2006-04-23 02:53:00,30.0,
3575,2006-04-23 03:53:00,30.0,
3576,2006-04-23 04:53:00,30.01,
3577,2006-04-23 05:53:00,30.03,
3578,2006-04-23 06:53:00,30.06,
3579,2006-04-23 07:53:00,30.06,
3580,2006-04-23 08:53:00,30.07,
3581,2006-04-23 09:53:00,30.06,
3582,2006-04-23 10:53:00,30.03,
3583,2006-04-23 11:53:00,30.01,
3584,2006-04-23 12:53:00,29.99,
3585,2006-04-23 13:53:00,29.97,
3586,2006-04-23 14:53:00,29.94,
3587,2006-04-23 15:53:00,29.93,
3588,2006-04-23 16:53:00,29.93,
3589,2006-04-23 17:53:00,29.92,
3590,2006-04-23 18:53:00,29.91,
3591,2006-04-23 19:53:00,29.91,
3592,2006-04-23 20:53:00,29.92,
3593,2006-04-23 21:53:00,29.9,
3594,2006-04-23 22:53:00,29.88,
3595,2006-04-23 23:53:00,29.88,
3596,2006-04-23 23:59:00,,29.73
3597,2006-04-24 00:53:00,29.9,
3598,2006-04-24 01:53:00,29.89,
3599,2006-04-24 02:53:00,29.9,
3600,2006-04-24 03:53:00,29.91,
3601,2006-04-24 04:53:00,29.92,
3602,2006-04-24 05:53:00,29.97,
3603,2006-04-24 06:53:00,29.97,
3604,2006-04-24 07:53:00,29.96,
3605,2006-04-24 08:53:00,29.95,
3606,2006-04-24 09:53:00,29.92,
3607,2006-04-24 10:53:00,29.91,
3608,2006-04-24 11:53:00,29.89,
3609,2006-04-24 12:53:00,29.88,
3610,2006-04-24 13:53:00,29.86,
3611,2006-04-24 14:53:00,29.84,
3612,2006-04-24 15:53:00,29.83,
3613,2006-04-24 16:53:00,29.84,
3614,2006-04-24 17:53:00,29.86,
3615,2006-04-24 18:53:00,29.86,
3616,2006-04-24 19:53:00,29.85,
3617,2006-04-24 20:53:00,29.87,
3618,2006-04-24 21:53:00,29.86,
3619,2006-04-24 22:53:00,29.86,
3620,2006-04-24 23:53:00,29.85,
3621,2006-04-24 23:59:00,,29.67
3622,2006-04-25 00:53:00,29.85,
3623,2006-04-25 01:53:00,29.85,
3624,2006-04-25 02:53:00,29.88,
3625,2006-04-25 03:53:00,29.86,
3626,2006-04-25 04:53:00,29.87,
3627,2006-04-25 05:24:00,,
3628,2006-04-25 05:53:00,29.95,
3629,2006-04-25 06:32:00,,
3630,2006-04-25 06:51:00,,
3631,2006-04-25 06:53:00,29.95,
3632,2006-04-25 07:09:00,,
3633,2006-04-25 07:53:00,29.95,
3634,2006-04-25 08:53:00,29.89,
3635,2006-04-25 09:53:00,29.91,
3636,2006-04-25 10:53:00,29.91,
3637,2006-04-25 11:53:00,29.89,
3638,2006-04-25 12:53:00,29.87,
3639,2006-04-25 13:53:00,29.84,
3640,2006-04-25 14:53:00,29.82,
3641,2006-04-25 15:53:00,29.81,
3642,2006-04-25 16:53:00,29.83,
3643,2006-04-25 17:53:00,29.82,
3644,2006-04-25 18:53:00,29.83,
3645,2006-04-25 19:53:00,29.86,
3646,2006-04-25 20:53:00,29.88,
3647,2006-04-25 21:23:00,,
3648,2006-04-25 21:44:00,,
3649,2006-04-25 21:53:00,29.9,
3650,2006-04-25 22:10:00,,
3651,2006-04-25 22:53:00,29.87,
3652,2006-04-25 23:53:00,29.91,
3653,2006-04-25 23:59:00,,29.67
3654,2006-04-26 00:53:00,29.93,
3655,2006-04-26 01:31:00,,
3656,2006-04-26 01:51:00,,
3657,2006-04-26 01:53:00,29.92,
3658,2006-04-26 02:29:00,,
3659,2006-04-26 02:53:00,29.92,
3660,2006-04-26 03:53:00,29.93,
3661,2006-04-26 04:06:00,,
3662,2006-04-26 04:49:00,,
3663,2006-04-26 04:53:00,29.94,
3664,2006-04-26 05:53:00,29.98,
3665,2006-04-26 06:53:00,30.01,
3666,2006-04-26 07:53:00,30.03,
3667,2006-04-26 08:08:00,,
3668,2006-04-26 08:21:00,,
3669,2006-04-26 08:32:00,,
3670,2006-04-26 08:53:00,30.03,
3671,2006-04-26 09:53:00,30.03,
3672,2006-04-26 10:53:00,30.04,
3673,2006-04-26 11:40:00,,
3674,2006-04-26 11:53:00,30.03,
3675,2006-04-26 12:16:00,,
3676,2006-04-26 12:27:00,,
3677,2006-04-26 12:53:00,30.03,
3678,2006-04-26 13:03:00,,
3679,2006-04-26 13:45:00,,
3680,2006-04-26 13:53:00,30.03,
3681,2006-04-26 14:09:00,,
3682,2006-04-26 14:31:00,,
3683,2006-04-26 14:50:00,,
3684,2006-04-26 14:53:00,30.01,
3685,2006-04-26 15:35:00,,
3686,2006-04-26 15:53:00,30.0,
3687,2006-04-26 16:53:00,30.01,
3688,2006-04-26 17:53:00,30.01,
3689,2006-04-26 18:53:00,30.02,
3690,2006-04-26 19:53:00,30.03,
3691,2006-04-26 20:53:00,30.06,
3692,2006-04-26 21:53:00,30.07,
3693,2006-04-26 22:53:00,30.08,
3694,2006-04-26 23:53:00,30.07,
3695,2006-04-26 23:59:00,,29.79
3696,2006-04-27 00:53:00,30.08,
3697,2006-04-27 01:53:00,30.08,
3698,2006-04-27 02:53:00,30.09,
3699,2006-04-27 03:53:00,30.11,
3700,2006-04-27 04:53:00,30.11,
3701,2006-04-27 05:53:00,30.13,
3702,2006-04-27 06:53:00,30.15,
3703,2006-04-27 07:53:00,30.16,
3704,2006-04-27 08:53:00,30.16,
3705,2006-04-27 09:53:00,30.15,
3706,2006-04-27 10:53:00,30.14,
3707,2006-04-27 11:53:00,30.11,
3708,2006-04-27 12:53:00,30.1,
3709,2006-04-27 13:53:00,30.08,
3710,2006-04-27 14:53:00,30.06,
3711,2006-04-27 15:53:00,30.04,
3712,2006-04-27 16:53:00,30.03,
3713,2006-04-27 17:53:00,30.03,
3714,2006-04-27 18:53:00,30.03,
3715,2006-04-27 19:53:00,30.05,
3716,2006-04-27 20:53:00,30.07,
3717,2006-04-27 21:53:00,30.07,
3718,2006-04-27 22:53:00,30.07,
3719,2006-04-27 23:53:00,30.07,
3720,2006-04-27 23:59:00,,29.85
3721,2006-04-28 00:53:00,30.06,
3722,2006-04-28 01:53:00,30.07,
3723,2006-04-28 02:53:00,30.07,
3724,2006-04-28 03:53:00,30.07,
3725,2006-04-28 04:53:00,30.08,
3726,2006-04-28 05:53:00,30.08,
3727,2006-04-28 06:53:00,30.11,
3728,2006-04-28 07:53:00,30.11,
3729,2006-04-28 08:53:00,30.1,
3730,2006-04-28 09:53:00,30.09,
3731,2006-04-28 10:53:00,30.07,
3732,2006-04-28 11:53:00,30.06,
3733,2006-04-28 12:53:00,30.02,
3734,2006-04-28 13:53:00,29.99,
3735,2006-04-28 14:53:00,29.98,
3736,2006-04-28 15:53:00,29.96,
3737,2006-04-28 16:53:00,29.97,
3738,2006-04-28 17:53:00,29.96,
3739,2006-04-28 18:53:00,29.96,
3740,2006-04-28 19:53:00,29.97,
3741,2006-04-28 20:53:00,29.96,
3742,2006-04-28 21:53:00,29.97,
3743,2006-04-28 22:53:00,29.94,
3744,2006-04-28 23:53:00,29.94,
3745,2006-04-28 23:59:00,,29.78
3746,2006-04-29 00:53:00,29.94,
3747,2006-04-29 01:53:00,29.93,
3748,2006-04-29 02:53:00,29.91,
3749,2006-04-29 03:53:00,29.88,
3750,2006-04-29 04:53:00,29.84,
3751,2006-04-29 05:53:00,29.82,
3752,2006-04-29 06:53:00,29.8,
3753,2006-04-29 07:53:00,29.83,
3754,2006-04-29 08:16:00,,
3755,2006-04-29 08:53:00,29.83,
3756,2006-04-29 09:45:00,,
3757,2006-04-29 09:53:00,29.8,
3758,2006-04-29 10:51:00,,
3759,2006-04-29 10:53:00,29.76,
3760,2006-04-29 11:46:00,,
3761,2006-04-29 11:53:00,29.74,
3762,2006-04-29 12:01:00,,
3763,2006-04-29 12:53:00,29.78,
3764,2006-04-29 13:03:00,,
3765,2006-04-29 13:32:00,,
3766,2006-04-29 13:53:00,29.78,
3767,2006-04-29 14:53:00,29.73,
3768,2006-04-29 15:53:00,29.74,
3769,2006-04-29 16:53:00,29.72,
3770,2006-04-29 17:53:00,29.72,
3771,2006-04-29 18:53:00,29.71,
3772,2006-04-29 19:53:00,29.71,
3773,2006-04-29 20:53:00,29.75,
3774,2006-04-29 21:19:00,,
3775,2006-04-29 21:49:00,,
3776,2006-04-29 21:53:00,29.78,
3777,2006-04-29 22:43:00,,
3778,2006-04-29 22:53:00,29.8,
3779,2006-04-29 23:53:00,29.83,
3780,2006-04-29 23:59:00,,29.55
3781,2006-04-30 00:53:00,29.83,
3782,2006-04-30 01:53:00,29.83,
3783,2006-04-30 02:53:00,29.84,
3784,2006-04-30 03:53:00,29.85,
3785,2006-04-30 04:53:00,29.87,
3786,2006-04-30 05:53:00,29.89,
3787,2006-04-30 06:53:00,29.9,
3788,2006-04-30 07:53:00,29.91,
3789,2006-04-30 08:53:00,29.91,
3790,2006-04-30 09:53:00,29.92,
3791,2006-04-30 10:53:00,29.91,
3792,2006-04-30 11:53:00,29.89,
3793,2006-04-30 12:53:00,29.88,
3794,2006-04-30 13:53:00,29.88,
3795,2006-04-30 14:53:00,29.88,
3796,2006-04-30 15:53:00,29.88,
3797,2006-04-30 16:53:00,29.88,
3798,2006-04-30 17:53:00,29.89,
3799,2006-04-30 18:53:00,29.91,
3800,2006-04-30 19:53:00,29.92,
3801,2006-04-30 20:53:00,29.94,
3802,2006-04-30 21:53:00,29.95,
3803,2006-04-30 22:53:00,29.95,
3804,2006-04-30 23:53:00,29.96,
3805,2006-04-30 23:59:00,,29.67
3806,2006-04-30 23:59:00,,
3807,2006-05-01 00:53:00,29.96,
3808,2006-05-01 01:53:00,29.99,
3809,2006-05-01 02:53:00,29.97,
3810,2006-05-01 03:53:00,29.99,
3811,2006-05-01 04:53:00,30.0,
3812,2006-05-01 05:53:00,30.01,
3813,2006-05-01 06:53:00,30.03,
3814,2006-05-01 07:53:00,30.04,
3815,2006-05-01 08:53:00,30.06,
3816,2006-05-01 09:53:00,30.06,
3817,2006-05-01 10:53:00,30.06,
3818,2006-05-01 11:53:00,30.04,
3819,2006-05-01 12:53:00,30.02,
3820,2006-05-01 13:53:00,30.01,
3821,2006-05-01 14:53:00,29.99,
3822,2006-05-01 15:53:00,29.98,
3823,2006-05-01 16:53:00,29.97,
3824,2006-05-01 17:53:00,29.98,
3825,2006-05-01 18:53:00,29.99,
3826,2006-05-01 19:53:00,30.0,
3827,2006-05-01 20:53:00,30.0,
3828,2006-05-01 21:53:00,30.01,
3829,2006-05-01 22:53:00,29.99,
3830,2006-05-01 23:53:00,30.0,
3831,2006-05-01 23:59:00,,29.78
3832,2006-05-02 00:53:00,29.99,
3833,2006-05-02 01:53:00,30.0,
3834,2006-05-02 02:53:00,30.0,
3835,2006-05-02 03:53:00,30.01,
3836,2006-05-02 04:53:00,30.01,
3837,2006-05-02 05:53:00,30.04,
3838,2006-05-02 06:22:00,,
3839,2006-05-02 06:53:00,30.09,
3840,2006-05-02 07:24:00,,
3841,2006-05-02 07:53:00,30.05,
3842,2006-05-02 08:53:00,30.05,
3843,2006-05-02 09:53:00,30.04,
3844,2006-05-02 10:14:00,,
3845,2006-05-02 10:23:00,,
3846,2006-05-02 10:53:00,30.06,
3847,2006-05-02 11:26:00,,
3848,2006-05-02 11:33:00,,
3849,2006-05-02 11:53:00,30.03,
3850,2006-05-02 12:53:00,30.0,
3851,2006-05-02 13:53:00,30.0,
3852,2006-05-02 14:53:00,29.99,
3853,2006-05-02 15:53:00,29.97,
3854,2006-05-02 16:53:00,29.96,
3855,2006-05-02 17:53:00,29.95,
3856,2006-05-02 18:53:00,29.96,
3857,2006-05-02 19:53:00,29.95,
3858,2006-05-02 20:53:00,29.98,
3859,2006-05-02 21:53:00,29.98,
3860,2006-05-02 22:53:00,29.98,
3861,2006-05-02 23:53:00,29.98,
3862,2006-05-02 23:59:00,,29.78
3863,2006-05-03 00:53:00,29.98,
3864,2006-05-03 01:53:00,29.98,
3865,2006-05-03 02:53:00,29.98,
3866,2006-05-03 03:53:00,30.0,
3867,2006-05-03 04:53:00,30.02,
3868,2006-05-03 05:53:00,30.03,
3869,2006-05-03 06:53:00,30.03,
3870,2006-05-03 07:53:00,30.03,
3871,2006-05-03 08:53:00,30.02,
3872,2006-05-03 09:53:00,30.03,
3873,2006-05-03 10:53:00,30.02,
3874,2006-05-03 11:53:00,30.01,
3875,2006-05-03 12:53:00,30.0,
3876,2006-05-03 13:17:00,,
3877,2006-05-03 13:23:00,,
3878,2006-05-03 13:29:00,,
3879,2006-05-03 13:53:00,30.0,
3880,2006-05-03 14:01:00,,
3881,2006-05-03 14:14:00,,
3882,2006-05-03 14:23:00,,
3883,2006-05-03 14:53:00,29.97,
3884,2006-05-03 15:28:00,,
3885,2006-05-03 15:39:00,,
3886,2006-05-03 15:53:00,29.96,
3887,2006-05-03 16:53:00,29.96,
3888,2006-05-03 17:53:00,29.95,
3889,2006-05-03 18:53:00,29.96,
3890,2006-05-03 19:53:00,29.96,
3891,2006-05-03 20:53:00,29.96,
3892,2006-05-03 21:53:00,29.97,
3893,2006-05-03 22:53:00,29.98,
3894,2006-05-03 23:53:00,29.99,
3895,2006-05-03 23:59:00,,29.77
3896,2006-05-04 00:53:00,29.96,
3897,2006-05-04 01:53:00,29.93,
3898,2006-05-04 02:53:00,29.94,
3899,2006-05-04 03:53:00,29.96,
3900,2006-05-04 04:53:00,29.98,
3901,2006-05-04 05:24:00,,
3902,2006-05-04 05:46:00,,
3903,2006-05-04 05:51:00,,
3904,2006-05-04 05:53:00,30.01,
3905,2006-05-04 06:06:00,,
3906,2006-05-04 06:21:00,,
3907,2006-05-04 06:33:00,,
3908,2006-05-04 06:53:00,30.06,
3909,2006-05-04 07:13:00,,
3910,2006-05-04 07:16:00,,
3911,2006-05-04 07:33:00,,
3912,2006-05-04 07:44:00,,
3913,2006-05-04 07:53:00,30.07,
3914,2006-05-04 08:00:00,,
3915,2006-05-04 08:53:00,30.06,
3916,2006-05-04 09:53:00,30.06,
3917,2006-05-04 10:27:00,,
3918,2006-05-04 10:35:00,,
3919,2006-05-04 10:51:00,,
3920,2006-05-04 10:53:00,30.07,
3921,2006-05-04 11:53:00,30.03,
3922,2006-05-04 12:53:00,29.97,
3923,2006-05-04 13:53:00,29.96,
3924,2006-05-04 14:39:00,,
3925,2006-05-04 14:51:00,,
3926,2006-05-04 14:53:00,29.94,
3927,2006-05-04 15:53:00,29.93,
3928,2006-05-04 16:53:00,29.91,
3929,2006-05-04 17:17:00,,
3930,2006-05-04 17:53:00,29.9,
3931,2006-05-04 18:16:00,,
3932,2006-05-04 18:31:00,,
3933,2006-05-04 18:53:00,29.92,
3934,2006-05-04 19:53:00,29.94,
3935,2006-05-04 20:53:00,29.96,
3936,2006-05-04 21:53:00,29.95,
3937,2006-05-04 22:46:00,,
3938,2006-05-04 22:51:00,,
3939,2006-05-04 22:53:00,29.97,
3940,2006-05-04 23:53:00,29.95,
3941,2006-05-04 23:59:00,,29.77
3942,2006-05-05 00:43:00,,
3943,2006-05-05 00:53:00,29.96,
3944,2006-05-05 01:18:00,,
3945,2006-05-05 01:32:00,,
3946,2006-05-05 01:38:00,,
3947,2006-05-05 01:49:00,,
3948,2006-05-05 01:53:00,29.94,
3949,2006-05-05 02:37:00,,
3950,2006-05-05 02:51:00,,
3951,2006-05-05 02:53:00,29.95,
3952,2006-05-05 03:06:00,,
3953,2006-05-05 03:15:00,,
3954,2006-05-05 03:39:00,,
3955,2006-05-05 03:53:00,29.97,
3956,2006-05-05 04:53:00,29.98,
3957,2006-05-05 05:53:00,30.02,
3958,2006-05-05 06:53:00,30.02,
3959,2006-05-05 07:53:00,30.03,
3960,2006-05-05 08:53:00,30.06,
3961,2006-05-05 09:07:00,,
3962,2006-05-05 09:48:00,,
3963,2006-05-05 09:53:00,30.05,
3964,2006-05-05 10:53:00,30.06,
3965,2006-05-05 11:53:00,30.02,
3966,2006-05-05 12:53:00,30.01,
3967,2006-05-05 13:53:00,29.98,
3968,2006-05-05 14:53:00,29.98,
3969,2006-05-05 15:53:00,29.97,
3970,2006-05-05 16:53:00,29.97,
3971,2006-05-05 17:05:00,,
3972,2006-05-05 17:53:00,29.96,
3973,2006-05-05 18:53:00,29.96,
3974,2006-05-05 19:53:00,29.97,
3975,2006-05-05 20:53:00,29.98,
3976,2006-05-05 21:53:00,30.0,
3977,2006-05-05 22:53:00,29.99,
3978,2006-05-05 23:15:00,,
3979,2006-05-05 23:34:00,,
3980,2006-05-05 23:41:00,,
3981,2006-05-05 23:53:00,29.97,
3982,2006-05-05 23:59:00,,29.77
3983,2006-05-06 00:32:00,,
3984,2006-05-06 00:40:00,,
3985,2006-05-06 00:51:00,,
3986,2006-05-06 00:53:00,29.95,
3987,2006-05-06 01:06:00,,
3988,2006-05-06 01:23:00,,
3989,2006-05-06 01:39:00,,
3990,2006-05-06 01:48:00,,
3991,2006-05-06 01:53:00,29.93,
3992,2006-05-06 02:53:00,29.93,
3993,2006-05-06 03:53:00,29.94,
3994,2006-05-06 04:53:00,29.95,
3995,2006-05-06 05:53:00,30.0,
3996,2006-05-06 06:53:00,29.98,
